domain,ecosystems,names,eco_count,record_count
ikuhentai.net,mihon,Ikuhentai,1,1
im.manga-chan.me,mihon,MangaChan,1,1
imanevilgod.com,mihon,I'm An Evil God,1,1
imhentai.xxx,mihon,IMHentai,1,8
imitui.com,cimoc,MITUI,1,1
imperiodabritannia.net,mihon,Sagrado Império da Britannia,1,1
imperiomanhua.com,mihon,Emperor Scan,1,1
incase.buttsmithy.com,mihon,Buttsmithy,1,1
infinity896.blogspot.com,mihon,Orca Manga,1,1
infinityscans.org,mihon,InfinityScans,1,1
infrafandub.com,mihon,InfraFandub,1,1
inkapk.net,mihon,Inkapk,1,1
inkstory.net,mihon,InkStory,1,1
inmanga.com,mihon,InManga,1,1
insanoslibrary.com,mihon,InsanosScan,1,1
inventariooculto.com,mihon,Inventario Oculto,1,1
iqiyi.com,legado|mihon,✐ ㊣爱奇艺漫画 #Haxc1107|爱奇艺叭嗒|🎨 爱奇艺漫画|🎨爱奇艺漫画 ,2,7
irovedout.com,mihon,I Roved Out,1,1
isekaiscan.top,mihon,IsekaiScan.top (unoriginal),1,1
it.niadd.com,mihon,Niadd,1,1
it.novelcool.com,mihon,NovelCool,1,1
iyouman.com,legado,🎨 爱优漫📱|🎨 爱优漫📱 |🎨爱优漫,1,6
izanamiscans.my.id,mihon,Izanami Scans,1,1
izneo.com,mihon,izneo,1,2
j-novel.club,mihon,J-Novel,1,1
japscan.foo,mihon,Japscan,1,1
jcomic.net,mihon|venera,JComic|jcomic.net,2,4
jinmangas.com,mihon,Jinmangas,1,1
jjcos.com,mihon,JJCOS,1,1
jjmhw.cc,legado,久久漫画-ζ,1,2
jjmhw2.top,mihon,Manga Xiao Si,1,1
jmanga.cyou,mihon,Jmanga,1,1
jolleycomics.com,mihon,The Property of Hate,1,1
joymiihub.com,mihon,Joymii Hub,1,1
juinjutsureader.ovh,mihon,Juin Jutsu Team Reader,1,1
jumptoon.com,mihon,Jump Toon,1,1
kabusmanga.com,mihon,Kabus Manga,1,1
kagane.to,mihon,Kagane,1,18
kaizenscan.com,mihon,Kaizen Scan,1,1
kaliscan.com,mihon,KaliScan,1,1
kamicomi.com,mihon,KamiComic,1,1
kanman.com,cimoc|legado|venera,ManHuaTai|看漫画|🎨 看漫画M|🎨 看漫画M #Haxc1107|🎨看漫画M,3,8
kansai.mag-garden.co.jp,mihon,MagKan,1,1
kanzenin.info,aidoku|mihon,Kanzenin|id.kanzenin,2,2
kappabeast.com,mihon,Kappa Beast,1,1
kawaiimanga.org,mihon,Kawii Manga,1,1
kaynscans.com,mihon,Kayn Scans,1,1
kazokuden.com,mihon,Kazoku Den,1,1
kemono.cr,mihon,Kemono,1,1
kencomics.com,mihon,Ken Scans,1,1
kewnscans.org,mihon,Kewn Scans,1,1
khomanhwa.com,mihon,KhoManhwa,1,1
killsixbilliondemons.com,mihon,KillSixBillionDemons,1,1
kimicomi.com,mihon,KimiComi,1,1
kingcomix.com,mihon,KingComiX,1,1
kingofshojo.com,mihon,King of Shojo,1,1
kirapo.jp,mihon,Kiraboshi,1,1
kiraproject.lat,mihon,Harem de Kira,1,1
kissmanga.in,mihon,Kissmanga.in,1,1
kitsuneyako.com,mihon,Point Zero Toons,1,1
kiutaku.com,mihon,Kiutaku,1,1
kivaratoons.com,mihon,KivaraToons,1,1
kiwiyascans.com,mihon,Kiwiya Scans,1,1
klikmanga.org,mihon,KlikManga,1,1
klmanga.net,mangareader,kl,1,1
klraw.info,mihon,KL Raw,1,1
klto9.com,mihon,Klto9,1,1
klz9.com,mihon,KissLove,1,1
kmanga.kodansha.com,mihon,K Manga,1,1
kmansin09.top,mihon,Kmansin09,1,1
kodansha.us,mihon,Kodansha,1,1
kodokustudio.com,mihon,Kodoku Studio,1,1
kokomangas.com,mihon,KokoMangas,1,1
komiic.cc,venera,Komiic,1,3
komiic.com,aidoku|cimoc|mihon|venera,KOMIIC|Komiic|zh.komiic,4,5
komikdewasa.art,mihon,Komik Dewasa Art,1,1
komikdewasa.mom,mihon,Komik Dewasak,1,1
komikindo.cam,mihon,Komikindo,1,1
komikindo.ch,mihon,KomikIndoID,1,1
komiknextgonline.com,mihon,Komik Next G Online,1,1
komiksin.net,aidoku,id.komiksin,1,1
komikstation.org,mihon,Komik Station,1,1
komiktap.info,aidoku|mihon,Komiktap|id.komiktap,2,2
komiku.org,mihon,Komiku,1,1
komikzoid.id,mihon,Komikzoid,1,1
korelimanga.com,mihon,Koreli Manga,1,1
kr.xchina.co,mihon,小黄书,1,1
ksgroupscans.com,mihon,KSGroupScans,1,1
kuaikanmanhua.com,legado|mihon,快看漫画|快看漫画M|🎨 快看漫画$|🎨快看漫画,2,7
kukk.net,legado,酷看漫画,1,2
kumapoi.info,mihon,KumaPoi,1,1
kumaraw.com,mihon,Kumaraw,1,1
kumwu2.com,cimoc,KUMANWU,1,1
kunmanga.online,mihon,Kun Manga Online,1,1
kuragebunch.com,mihon,Kurage Bunch,1,1
kuramanga.com,mihon,KuraManga,1,1
kuroimanga.site,mihon,Kuroi Manga,1,1
kuromanga.id,mihon,Kuro Manga,1,1
kuromangas.com,mihon,KuroMangas,1,1
lagoonscans.com,mihon,Lagoon Scans,1,1
laimanhua88.com,cimoc|venera,LAIMH|来漫画|来漫画（分流）,2,3
lanhlungteam3.top,mihon,Team Lạnh Lùng,1,1
lanortrad.com,mihon,LanorTrad,1,1
lavascans.com,mihon,Lava Scans,1,1
laviniafansub.shop,mihon,Lavinia Fansub,1,1
lc2.mangakuri.online,mihon,Mangakuri,1,1
lector-darkroomfansub.blogspot.com,mihon,Dark Room Fansub,1,1
lector.lolivault.net,mihon,Lolivault,1,1
lector.ragnascan.xyz,mihon,Ragna Scans,1,1
lectorhades.latamtoon.com,mihon,Hades no Fansub,1,1
lectorhub.j5z.xyz,mihon,Jeaz Scans,1,1
lectormangass.com,mihon,LectorManga.lat,1,1
lectortaurus.com,mihon,Taurus Fansub,1,1
leemiau.com,mihon,Miau Scan,1,2
leercapitulo.co,mihon,LeerCapitulo,1,1
leermanhwas.com,mihon,LeerManhwas,1,1
legionscans.com,mihon,Cerberus Series,1,1
leitor.borutoexplorer.com.br,mihon,Boruto Explorer,1,1
leitor.kamisama.com.br,mihon,Kami Sama Explorer,1,1
leitordemangas.com,mihon,Leitor de Mangas,1,1
leituramanga.net,mihon,Leitura Mangá,1,1
lelmanga.com,mihon,Lelmanga,1,1
lelscanfr.com,mihon,Lelscan-VF,1,1
lelscans.net,mihon,Lelscan,1,1
lepoytl.my.id,mihon,LepoyTL,1,1
ler999.blogspot.com,mihon,Ler 999,1,1
lerhentais.com,mihon,Hipercool,1,1
lermangas.me,mihon,Ler Mangas,1,1
leslie-victims.pages.dev,mihon,Leslie&Victims,1,1
lesporoiniens.org,mihon,Les Poroiniens,1,1
lhtranslation.net,mihon,LHTranslation,1,1
lianscans.com,mihon,LianScans,1,1
likemanga.ink,mihon,LikeManga,1,1
lilymanga.net,mihon,Lily Manga,1,1
limonmanga.com,mihon,Limon Manga,1,1
link-manga.net,mihon,مانجا لينك,1,1
linkmanga.com,mihon,LinkManga,1,1
liumanhua.com,cimoc|mihon,BMG|六漫画,2,2
lmtos.net,mihon,Lmtos,1,1
loadingartist.com,mihon,Loading Artist,1,1
loner-tl.blogspot.com,mihon,Loner Translations,1,1
loppytoonn.com,mihon,LoppyToon,1,1
love4u.net,mihon,Love4u,1,1
loverstoon.com,mihon,Cerise Scan,1,1
lrr.tvc-16.science,venera,Lanraragi,1,4
luacomic.org,mihon,Lua Scans,1,1
luminaretranslations.com,mihon,Luminare Translations,1,1
lunapiecesfansub.com,mihon,Luna Pieces,1,1
lunarx.to,mihon,Lunar Manga,1,32
lunatoons.org,mihon,Luna Toons,1,1
luottruyen999.com,mihon,LuotTruyen,1,1
lupiteam.net,mihon,LupiTeam,1,1
luratoons.net,mihon,Lura Toon,1,1
luscious.net,mihon,Luscious,1,12
lustoon.com,mihon,LustToon,1,1
luvevalands2.co,mihon,LuvEvaLand,1,1
lxmanga.org,mihon,LxManga.org (unoriginal),1,1
lxmanga.space,mihon,LXManga,1,1
lycantoons.com,mihon,Lycan Toons,1,1
m440.in,mihon,Mangas.in,1,1
madaradex.org,mihon,MadaraDex,1,1
madarascans.org,mihon,Madara Scans,1,1
magcomi.com,mihon,MAGCOMI,1,1
magustoon.org,aidoku|mihon,Magus Manga|en.magusmanga,2,2
mahouirexnohentaikarte.com,mihon,Mahouirexnohentaikarte,1,1
mahoushoujobu.com,mihon,Magical Translators,1,3
maid.my.id,mihon,Maid - Manga,1,1
makimaaaaa.com,mihon,Makimaaaaa,1,1
manatoki552.net,mihon,Manatoki,1,1
manben.com,cimoc|venera,HAOMAN6|漫本,2,2
manga-5.com,mihon,Manga-5,1,1
manga-ai-land.blogspot.com,mihon,Manga Ai Land,1,1
manga-corporation.com,mihon,Manga-Corporation,1,1
manga-lc.net,mihon,Manga-Lc,1,1
manga-lionz.org,mihon,MangaLionz,1,1
manga-mee.jp,mihon,MangaMee,1,1
manga-meets.jp,mihon,MangaMeets,1,1
manga-no.com,mihon,MangaNo,1,1
manga-nova.com,mihon,MangaNova,1,1
manga-one.com,mihon,Manga One,1,1
manga-oni.com,mihon,MangaOni,1,1
manga-park.com,mihon,Manga-Park,1,1
manga-scantrad.io,mihon,Manga-Scantrad,1,1
manga-sehri.net,mihon,Manga Şehri.net,1,1
manga-shi.org,mihon,Manga-shi,1,1
manga-tr.com,mihon,Manga-TR,1,1
manga-tube.me,mihon,Manga Tube,1,1
manga-up.com,mihon,Manga UP! (Japan),1,1
manga-zegra.com,mihon,Manga Zegra,1,1
manga.bilibili.com,legado,哔哩哔哩漫画 #Haxc,1,2
manga.clone-army.org,mihon,Clone Manga,1,1
manga.d34d.one,mihon,Monochrome Scans,1,1
manga.detectiveconanar.com,mihon,شبكة كونان العربية,1,1
manga.fansubs.cat,mihon,Fansubs.cat,1,1
manga.fod.fujitv.co.jp,mihon,FOD,1,1
manga.hentai.cat,mihon,Hentai.cat,1,1
manga.honkaiimpact3.com,mihon,Honkai Impact 3rd,1,1
manga.in.ua,mihon,MANGA/in/UA,1,1
manga.io.vn,aidoku|mihon,DocTruyen5s|vi.doctruyen5s,2,2
manga.line.me,mihon,Line Manga,1,1
manga.madokami.al,aidoku|mihon,Madokami|en.madokami,2,2
manga.nicovideo.jp,aidoku,ja.nicovideoseiga,1,1
manga.uno,mihon,Manga.uno,1,1
manga1688.com,mihon,Manga168,1,1
manga18.club,mihon,Manga18.Club,1,1
manga18.me,mihon,Manga18.me,1,2
manga18free.com,mihon,Manga18Free,1,1
manga18fx.com,mihon,Manga18fx,1,2
manga18x.net,mihon,Manga 18x,1,1
manga2026.com,venera,热辣漫画,1,3
mangaapi.manhuaren.com,mihon,漫画人,1,1
mangabahcesi.com,mihon,Manga Bahçesi,1,1
mangaball.net,mihon,Manga Ball,1,42
mangabats.com,aidoku|mihon,Mangabat|en.mangabat,2,2
mangablackcat.com,mihon,MangaBlackCat,1,1
mangablaze.com,mihon,MangaBlaze,1,1
mangabolt.com,mihon,MangaBolt,1,1
mangabu.jp,mihon,MangaBu,1,1
mangabuff.ru,mihon,MangaBuff,1,1
mangabz.com,aidoku|cimoc|mangareader|mihon|venera,MangaBZManHua|Mangabz|mbz|zh.mangabz,5,5
mangacanblog.com,mihon,Manga Can,1,1
mangack.com,mihon,Mangack,1,1
mangacloud.online,mihon,MangaCloud,1,1
mangacloud.org,mihon,MangaCloud,1,1
mangacopy.com,mangareader,copy,1,1
mangacrab.org,mihon,Manga Crab,1,1
mangacrazy.net,mihon,MangaCrazy,1,1
mangadar.com,mihon,MangaDar,1,1
mangadash.net,mihon,MangaDash,1,1
mangadass.com,mihon,Manga Dass,1,1
mangade.io,mihon,MangaDE,1,1
mangadenizi.net,mihon,MangaDenizi,1,1
mangadex.org,aidoku|mihon|venera,MangaDex|multi.mangadex,3,66
mangadia.com,mihon,MangaDia,1,1
mangadistrict.com,aidoku|mihon,Manga District|en.mangadistrict,2,2
mangadiyari.com,mihon,Manga Diyarı,1,1
mangadna.com,mihon,MangaDNA,1,2
mangadot.net,aidoku|mihon,MangaDot|multi.mangadotnet,2,109
mangadraft.com,mihon,MangaDraft,1,1
mangadrama.com,mihon,Manga Drama,1,1
mangadusleri.mom,mihon,Mangadusleri,1,1
mangafire.to,aidoku|mihon,MangaFire|multi.mangafire,2,8
mangaflix.net,mihon,MangaFlix,1,1
mangaforfree.com,mihon,Mangaforfree.com,1,1
mangaforfree.net,mihon,MangaForFree.net,1,3
mangafox.fun,mihon,MangaFox.fun,1,1
mangafree.info,mihon,Mangafree,1,1
mangagg.com,mihon,MangaGG,1,1
mangago.fun,mihon,MangaGo.fun,1,1
mangago.me,aidoku|mihon,Mangago|en.mangago,2,2
mangahe.com,mihon,MangaHe,1,1
mangahere.cc,mihon,Mangahere,1,1
mangahere.onl,mihon,MangaHere.onl,1,1
mangahona.pl,mihon,MangaHoNa,1,1
mangahub.fr,mihon,MangaHub.fr,1,1
mangahub.io,mihon,MangaHub,1,1
mangahub.ru,mihon,Mangahub,1,1
mangaisekaithai.net,mihon,MangaIsekaiThai,1,1
mangak.io,mihon,MangaK,1,1
mangaka.cc,mihon,MangaKa,1,1
mangakakalot.fun,mihon,Mangakakalot.fun,1,1
mangakakalot.gg,aidoku|mihon,Mangakakalot|en.mangakakalot,2,2
mangakatana.com,mihon,MangaKatana,1,1
mangakawaii.fr,mihon,Mangakawaii,1,1
mangakimi.com,mihon,MangaKimi,1,1
mangakiss.org,mihon,Manga Kiss,1,1
mangakuro.net,mihon,MangaKuro,1,1
mangakusu.com,mihon,Manga Kusu,1,1
mangalay.blogspot.com,mihon,Mangalay,1,1
mangalect.org,mihon,LeerMangaEsp,1,1
mangalib.me,mihon,MangaLib,1,1
mangalik.net,mihon,مانجا ليك,1,1
mangalivre.blog,mihon,Manga Livre Blog,1,1
mangalivre.org,mihon,MangaLivre.org,1,1
mangalivre.to,aidoku|mihon,Manga Livre.to|pt.mangalivre,2,2
mangalix.com,mihon,MangaLix,1,1
mangalt.jp,mihon,Mangalt,1,1
mangamaniacs.org,mihon,MangaManiacs,1,1
mangamelon.com,mihon,MangaMelon,1,1
mangamen.com,mihon,MangaMen,1,1
mangamillion.shueisha.co.jp,mihon,Manga Million,1,108
mangamirai.com,mihon,Manga Mirai,1,1
mangamo.com,mihon,Mangamo,1,1
mangamoins.com,mihon,MangaMoins,1,1
mangamukai.com,mihon,Manga Mukai,1,1
mangamura.me,aidoku|mihon,Manga Mura|ja.mangamura,2,2
manganato.gg,aidoku,en.manganato,1,1
manganel.me,mihon,MangaNel,1,1
manganow.to,mihon,MangaNow,1,1
manganyx.com,mihon,Manga NXY,1,1
mangaonline.fun,mihon,MangaOnline.fun,1,1
mangaonline.green,mihon,Manga Online,1,1
mangaowl.io,mihon,MangaOwl.io (unoriginal),1,1
mangapanda.onl,mihon,MangaPanda.onl,1,1
mangapdf.org,mihon,MANGAPDF,1,1
mangapill.com,mihon,MangaPill,1,1
mangaplus-creators.jp,mihon,MANGA Plus Creators by SHUEISHA,1,2
mangaplus.shueisha.co.jp,aidoku|mihon,MANGA Plus by SHUEISHA|multi.mangaplus,2,10
mangapoisk.me,mihon,MangaPoisk,1,1
mangaportali.com,mihon,Manga Portalı,1,1
mangarama.com.ua,mihon,Mangarama,1,1
mangaraw.best,aidoku,ja.mangarawbest,1,1
mangarawjp.tv,aidoku,ja.mangarawjp,1,1
mangaread.org,aidoku|mihon,MangaRead.org|en.mangareadorg,2,2
mangareader.in,mihon,MangaReader.in,1,1
mangareader.site,mihon,MangaReader.site,1,1
mangaromance19.com,mihon,Manga Romance,1,1
mangas-origines.fr,mihon,Mangas-Origines.fr,1,1
mangas.codearctraducciones.com,mihon,Code Arc Mangas,1,1
mangasbrasuka.org,mihon,Mangas Brasuka,1,1
mangasect.net,aidoku,en.mangasect,1,1
mangasnosekai.com,mihon,Mangas No Sekai,1,1
mangaspa.nikkan-spa.jp,mihon,Manga SPA,1,1
mangastep.com,mihon,Mangastep,1,1
mangastop.net,mihon,Manga Stop,1,1
mangasushi.org,mihon,Mangasushi,1,1
mangasusuku.com,aidoku|mihon,Mangasusu|id.mangasusu,2,2
mangatales.com,mihon,Manga Tales,1,1
mangataro.org,mihon,MangaTaro,1,1
mangatek.com,mihon,MangaTek,1,1
mangatime.org,mihon,MangaTime,1,1
mangatoday.fun,mihon,MangaToday,1,1
mangatoon.mobi,mihon,MangaToon (Limited),1,9
mangatop.org,mihon,Top Manhua,1,1
mangatown.com,mihon,Mangatown,1,1
mangatrend.org,mihon,Manga Trend,1,1
mangatuk.com,mihon,MangaTuk,1,1
mangatv.net,mihon,Manga  TV,1,1
mangatx.cc,aidoku|mihon,MangaTX|en.mangatx,2,2
mangavyvy.net,mihon,VyvyManga,1,1
mangaworld.mx,aidoku|mihon,Mangaworld|it.mangaworld,2,2
mangaworldadult.net,aidoku|mihon,MangaworldAdult|it.mangaworldadult,2,2
mangawow.org,mihon,MangaWOW,1,1
mangawt.com,mihon,MangaWT,1,1
mangaxhentai.com,mihon,MangaHub,1,1
mangayi.com,mihon,MangaYi,1,1
mangayy.org,mihon,MangaYY,1,1
mangaz.com,mihon,マンガ図書館Z,1,1
mangazin.org,mihon,Zinmanga,1,1
mangazure.net,mihon,MangaZure,1,1
mangeek.app,mihon,ManGeek,1,1
mangolibreria.com,mihon,MangoLibreria,1,1
mangotoons.com,mihon,Mango Toons,1,1
mangtto.com,mihon,Mangitto,1,1
manhastro.net,mihon,Manhastro,1,1
manhatic.com,mihon,Manhatic,1,1
manhatok.blogspot.com,mihon,Manhatok,1,1
manhua.sfacg.com,venera,SF漫画,1,2
manhua.zaimanhua.com,mihon,再漫画,1,1
manhua3q.com,aidoku,vi.truyen3q,1,1
manhuabika.com,mihon,哔咔漫画,1,1
manhuabug.com,mihon,ManhuaBug,1,1
manhuadb.com,legado|mangareader,mhdb|✐ 漫画DB |✐ 漫画DB #Haxc1107|漫画大全,2,7
manhuafast.net,mihon,ManhuaFast.net (unoriginal),1,1
manhuagold.top,aidoku,en.manhuagold,1,1
manhuagui.com,mangareader|mihon|venera,mhgm|漫画柜,3,6
manhuahot.com,mihon,ManhuaHot,1,1
manhuakey.com,mihon,ManhuaKey,1,1
manhuako.net,mihon,Dynasty,1,1
manhuanext.com,mihon,Manhuanext,1,1
manhuapi.cc,venera,漫画皮,1,1
manhuaplus.com,mihon,Manhua Plus,1,1
manhuaplus.org,aidoku|mihon,ManhuaPlus (Unoriginal)|en.manhuaplusorg,2,2
manhuaren.com,venera,漫画人,1,5
manhuarmtl.com,mihon,Manhuarm,1,7
manhuarush.vercel.app,mihon,Manhua Rush,1,1
manhuascans.org,mihon,Goda,1,1
manhuatai.com,legado,🎨 漫画台🅰 #Haxc|🎨 漫画台🅰 #Haxc1107|🎨漫画台🅰,1,6
manhuathai.com,mihon,ManhuaThai,1,1
manhuatop.org,mihon,ManhuaTop,1,1
manhuauo.com,venera,香蕉漫画,1,2
manhuaus.com,mihon,ManhuaUS,1,1
manhuayu88.com,cimoc,MANHUAYU,1,1
manhuazonghe.com,mihon,Manhua Zonghe,1,1
manhwa-latino.com,mihon,Manhwa-Latino,1,1
manhwa-online.com,mihon,ManhwaOnline,1,1
manhwa-raw.com,mihon,Manhwa-raw,1,1
manhwa18.cc,mihon,Manhwa18.cc,1,3
manhwa18.com,mihon,Manhwa18,1,1
manhwa18.net,mihon,Manhwa18.Net,1,1
manhwa18.org,mihon,Manhwa18.org,1,1
manhwa68.com,mihon,Manhwa68,1,1
manhwabreakup.com,mihon,ManhwaBreakup,1,1
manhwabuddy.com,mihon,ManhwaBuddy,1,1
manhwaclub.net,mihon,ManhwaClub.net,1,2
manhwacomics.com,mihon,Manhwa Comics,1,1
manhwaden.com,mihon,ManhwaDen,1,1
manhwadesu.wiki,mihon,ManhwaDesu,1,1
manhwaget.com,mihon,ManhwaGet,1,1
manhwahub.net,mihon,ManhwaHub,1,1
manhwaindo.my,mihon,Manhwa Indo,1,1
manhwalike.com,mihon,Manhwalike,1,1
manhwalist.asia,mihon,Manhwa List,1,1
manhwalist02.site,aidoku,id.manhwalist,1,1
manhwamanhua.com,mihon,ManhwaManhua,1,1
manhwanex.com,mihon,ManhwaNex,1,1
manhwaread.com,mihon,ManhwaRead,1,1
manhwareads.com,mihon,Manhwa Reads,1,1
manhwas.me,mihon,ManhwasMe,1,1
manhwatoon.me,mihon,Manhwa Toon,1,1
manhwatop.com,mihon,Manhwatop,1,1
manhwaweb.com,mihon,ManhwaWeb,1,1
manhwax.top,aidoku,en.manhwax,1,1
manhwaz.com,mihon,ManhwaZ,1,1
manhwazone.com,mihon,ManhwaZone,1,1
manmanapp.com,cimoc|legado,MANMANMANHUA|㊣✐ 漫漫漫画 #一程1101|🎨 漫漫漫画 |🎨 漫漫漫画 #Haxc|🎨 漫漫漫画 💰|🎨漫漫漫画|🎨漫漫漫画 #Haxc1107,2,13
manta.net,mihon,Manta,1,2
mantrazscan.co,mihon,Mantraz Scan,1,1
manwa.me,mihon,漫蛙,1,1
manwali.cc,venera,漫蛙吧,1,1
manwang.net,venera,漫网,1,2
maofly.com,cimoc|mangareader,MH50|ManHuaCat|mhm,2,3
marketing.aiacgn.com,venera,拷贝漫画|拷贝漫画(多账号),1,7
marmota.me,mihon,Marmota,1,1
mayochuu.xyz,mihon,MayoTune,1,2
mechacomi.jp,mihon,Manga Saison,1,1
mechacomic.jp,mihon,Mecha Comic,1,1
mediocrescan.com,mihon,Mediocre Toons,1,1
megatokyo.com,mihon,Megatokyo,1,1
mehentai.live,mihon,MeHentai,1,1
mehgazone.com,mihon,Mehgazone,1,1
meijuntu.com,mihon,Junmeitu,1,1
meitoon.org,mihon,MeiToon,1,1
menudo-fansub.com,mihon,Menudo-Fansub,1,1
meosss.com,mihon,MeoSSS,1,1
meosua.org,mihon,MeoSua,1,1
merlintoon.com,mihon,Merlin Scans,1,1
meshmanga.com,mihon,MangaSwat,1,1
metarthunter.com,mihon,Metart Hunter,1,1
metruyen18.vip,mihon,MeTruyen18,1,1
mgeko.cc,mihon,MangaGeko,1,1
mgread.io,mihon,Mgread.io,1,1
mh160mh.com,cimoc,MH160CC,1,1
mhgui.com,mangareader,mhg,1,1
mhhanman.xyz,legado,🎨韩漫画🔞,1,2
mhkami.com,cimoc,YEMANMH,1,1
mhkan.com,legado,漫画看|🎨 漫画看,1,4
mhscans.com,mihon,MHScans,1,1
mhua5.com,cimoc|mihon,MANHUAWU|漫画屋,2,2
miaoqumh.org,mihon,喵趣漫画,1,1
mihentai.net,mihon,Mihentai,1,1
mikoroku.com,mihon,MikoRoku,1,1
mikrokosmosfb.blogspot.com,mihon,Mikrokosmos Fansub,1,1
miku-doujin.com,mihon,MikuDoujin,1,1
milftoon.xxx,mihon,Milftoon,1,1
millascan.com,mihon,MilaSub,1,1
mimihentai.moe,mihon,MiMi,1,1
mimihentai.net,mihon,MiMiHentai,1,1
minitwoscan.com,mihon,MiniTwo Scan,1,1
minotruyenv5.xyz,mihon,MinoTruyen Comics|MinoTruyen Hentai|MinoTruyen Manga,1,3
misskon.com,mihon,MissKon,1,1
mistscans.com,mihon,Mist Scans,1,1
mitaku.net,mihon,Mitaku,1,1
mkissa.to,mihon,AllManga,1,1
mkzhan.com,legado|venera,㊣✐ 漫客栈  #一程|漫客栈|🌵漫客栈🌵|🎨 漫客栈 #Haxc|🎨漫客栈 #Haxc1107,2,11
mm.sfacg.com,legado,SF漫画💰,1,2
mobileapp.comic-walker.com,venera,カドコミ,1,5
moe.suicaodex.com,mihon,MoeTruyenSuiCao (unoriginal),1,1
moetruyen.net,mihon,MoeTruyen,1,1
mojoin.com,venera,MOJOIN,1,2
mokuro.moe,mihon,Mokuro,1,1
momon-ga.com,mihon,momon:GA,1,1
monochromecms.netlify.app,mihon,Monochrome Custom,1,1
monomanga.com.tr,mihon,Mono Manga,1,1
monopolymanhua.com,mihon,Monopoly Scan,1,1
montetaiscanlator.xyz,mihon,Monte Tai,1,1
moondaisyscans.pro,mihon,Moon Daisy Scans,1,1
moxidongman.com,legado,MOXI动漫(8本)™,1,2
mrtenzus.com,mihon,MR Tenzus,1,1
mugiwarasoficial.org,mihon,Mugiwaras Oficial,1,1
muitohentai.com,mihon,Muito Hentai,1,1
multporn.net,mihon,Multporn,1,1
mundohentaioficial.com,mihon,Mundo Hentai,1,1
mundomanhwa.com,mihon,Mundo Manhwa,1,1
murim.site,mihon,Murim,1,1
murimscans.site,mihon,MurimScan,1,1
mwuu.cc,venera,漫蛙吧,1,3
mxqf.com,cimoc,BOLEFU|BoLeFu,1,2
mxshm.top,venera,漫小肆,1,3
myadultcomics.com,mihon,MyAdultComics,1,1
mybl.xyz,legado,🎟️啵乐漫画,1,2
mycomic.com,aidoku|cimoc|mihon|venera,MYCOMIC|MyComic|zh.mycomic,4,7
myhentaicomics.com,mihon,MyHentaiComics,1,1
myhentaigallery.com,mihon,MyHentaiGallery,1,1
myreadingmanga.info,mihon,MyReadingManga,1,13
nabicix.com,mihon,Koreli Scans,1,1
namicomi.com,mihon,NamiComi,1,43
namicomic.jp,mihon,Nami Comic,1,1
narasininja.net,mihon,NarasiNinja,1,1
natomanga.com,mihon,Manganato,1,1
natsu.one,mihon,Natsu,1,1
natsu.tv,aidoku,id.natsu,1,1
nb19u.blogspot.com,mihon,Oduto,1,1
nebulosascan.com,mihon,Nebulosa Scan,1,1
nekopost.net,mihon,Nekopost,1,1
nekoproject.org,mihon,NekoScans,1,1
nelomanga.net,aidoku,en.manganelo,1,1
nemesisscans.com,mihon,Nemesisscans,1,1
neomanga.online,mihon,NeoManga,1,1
nettruyen13s.com,mihon,NetTruyenS (unoriginal),1,1
nettruyenar.com,mihon,NetTruyenCO (unoriginal),1,1
nettruyenviet10.com,aidoku|mihon,NetTruyenViet (unoriginal)|vi.nettruyen,2,2
nettruyenx.net,mihon,NetTruyenX (unoriginal),1,1
neverscans.com,mihon,NeverScans,1,1
new.astratoons.com,mihon,Astratoons,1,1
newcat1.xyz,mihon,Catoons,1,1
newsmiss.lofter.com,legado,🗒 天花板网,1,2
nexcomic.com,mihon,NexComic,1,1
nexusscanlation.com,mihon,NexusScanlation,1,1
ngamenkomik05.blogspot.com,mihon,NgamenKomik,1,1
nhattruyenqq.com,mihon,NhatTruyen,1,1
nhentai.com,mihon,nHentai.com (unoriginal),1,22
nhentai.net,aidoku|mangareader|venera,multi.nhentai|nh|nhentai,3,5
nhentai.to,mihon,NHentai.to,1,5
nhentai.xxx,mihon,NHentai.xxx,1,4
nhentaiclub.online,mihon,NhentaiClub,1,1
niadd.com,mihon,Niadd,1,1
niceoppai.net,mihon,Niceoppai,1,1
nicomanga.com,mihon,Nicomanga,1,1
nihonkuni.com,mihon,NihonKuni,1,1
nikkangecchan.jp,mihon,Nikkangecchan,1,1
nineanime.com,mihon,NineAnime,1,1
ninekon.com,mihon,Ninekon,1,1
ninjacomics.xyz,mihon,Ninja Scan,1,1
nirvanamanga.com,mihon,Nirvana Manga,1,1
niverafansub.one,mihon,Nivera Fansub,1,1
nixmanga.com,mihon,NixManga,1,1
nnhanman.xyz,mihon,鸟鸟韩漫,1,1
nnv3api.dmzj1.com,legado,动漫之家,1,2
nobledicion.yoveo.xyz,mihon,Noblesse Translations,1,1
nocfsb.com,mihon,Nocturne Summer,1,1
noromax02.my.id,mihon,Noromax,1,1
novamanhwa.cc,mihon,Nova Manhwas,1,1
novelbuddy.me,aidoku,en.novelbuddy,1,1
novelcool.com,mihon,NovelCool,1,1
novelcrow.com,mihon,NovelCrow,1,1
novema.jp,mihon,Comic Grast,1,1
noxmangas.org,mihon,NoxManga,1,1
noymanga.com,venera,NoyManga,1,2
