档内排名,站点域名,子类,延迟ms,速度,HTTP,质量分,质量层,适配工作量,官方正版,NSFW,收录生态数,收录生态,各生态源名
1,komiic.com,F-TLS失败(已废),0,,0,62,T1,已有实现,,0,4,aidoku|cimoc|mihon|venera,KOMIIC|Komiic|zh.komiic
