档内排名,站点域名,子类,延迟ms,速度,HTTP,质量分,质量层,适配工作量,官方正版,NSFW,收录生态数,收录生态,各生态源名
108,klmanga.net,B-正常可达,3016,慢,200,38,T3,需新写,,0,1,mangareader,kl
