rank,domain,is_chinese,score,tier,official,nsfw,eco_count,effort,ecosystems,names,langs
302,raw1001.net,0,28,T3,,0,2,to-build,aidoku|mihon,Raw1001|ja.raw1001,ja
303,rawdevart.art,0,28,T3,,0,2,to-build,aidoku|mihon,Rawdevart.art|ja.rawdevart,ja
304,rawotaku.com,0,28,T3,,0,2,to-build,aidoku|mihon,Raw Otaku|ja.rawotaku,ja
305,readcomicsonline.ru,0,28,T3,,0,2,to-build,aidoku|mihon,Read Comics Online|en.readcomicsonline,en
306,rizzfables.com,0,28,T3,,0,2,to-build,aidoku|mihon,Rizz Comic|en.rizzfables,en
307,silentquill.net,0,28,T3,,0,2,to-build,aidoku|mihon,SilentQuill|en.armageddon,en
308,stonescape.xyz,0,28,T3,,0,2,to-build,aidoku|mihon,StoneScape|en.stonescape,en
309,sushiscan.net,0,28,T3,,0,2,to-build,aidoku|mihon,Sushi-Scan|fr.sushiscan,fr
310,tcbonepiecechapters.com,0,28,T3,,0,2,to-build,aidoku|mihon,TCB Scans|en.tcbscans,en
311,toonily.com,0,28,T3,,0,2,to-build,aidoku|mihon,Toonily|en.toonily,en
312,tortugaceviri.com,0,28,T3,,0,2,to-build,aidoku|mihon,Tortuga Ceviri|tr.tortugaceviri,tr
313,truyenqqko.com,0,28,T3,,0,2,to-build,aidoku|mihon,TruyenQQ|vi.truyenqq,vi
314,vortexscans.org,0,28,T3,,0,2,to-build,aidoku|mihon,Vortex Scans|en.vortexscans,en
315,webtoon.xyz,0,28,T3,,0,2,to-build,aidoku|mihon,WebtoonXYZ|en.webtoonxyz,en
316,weebcentral.com,0,28,T3,,0,2,to-build,aidoku|mihon,Weeb Central|en.weebcentral,en
317,01.apkomik.com,0,18,T3,,0,1,to-build,mihon,APKOMIK,id
318,01.pramramadhan.my.id,0,18,T3,,0,1,to-build,mihon,Pramramadhan,id
319,02.hwago.xyz,0,18,T3,,0,1,to-build,mihon,Hwago,id
320,02.ngomik.cc,0,18,T3,,0,1,to-build,mihon,Ngomik (unoriginal),id
321,03.lumosgg.com,0,18,T3,,0,1,to-build,mihon,LumosKomik,id
322,04.cosmicscans.to,0,18,T3,,0,1,to-build,mihon,CosmicScans,id
323,08.ikiru.wtf,0,18,T3,,0,1,to-build,mihon,Ikiru,id
324,1.seimanga.me,0,18,T3,,0,1,to-build,mihon,SeiManga,ru
325,1.selfmanga.live,0,18,T3,,0,1,to-build,mihon,SelfManga,ru
326,11.shinigami.asia,0,18,T3,,0,1,to-build,mihon,Shinigami,id
327,11toon.com,0,18,T3,,0,1,to-build,mihon,11toon,ko
328,127.0.0.1,0,18,T3,,0,1,existing,mihon,Bakkin Self-hosted|FoolSlide Customizable|Komga|Komga (2),all|en|other
329,1manga.co,0,18,T3,,0,1,to-build,mihon,1Manga.co,en
330,2.mintmanga.one,0,18,T3,,0,1,to-build,mihon,MintManga,ru
331,9grid.cc,0,18,T3,,0,1,to-build,mihon,NineGrid,ru
332,a.zazaza.me,0,18,T3,,0,1,to-build,mihon,ReadManga,ru
333,acervoeremita.com,0,18,T3,,0,1,to-build,mihon,AcervoEremita,pt-br
334,acomics.ru,0,18,T3,,0,1,to-build,mihon,AComics,ru
335,afroditscans.com,0,18,T3,,0,1,to-build,mihon,Afrodit Scans,tr
336,agcscanlation.it,0,18,T3,,0,1,to-build,mihon,Anime GDR Club,it
337,akaicomic.org,0,18,T3,,0,1,to-build,mihon,Akai Comic,en
338,akaya.io,0,18,T3,,0,1,to-build,mihon,AKAYA,es
339,akazascans.org,0,18,T3,,0,1,to-build,mihon,Akaza Scans,en
340,alandal.com,0,18,T3,,0,1,to-build,mihon,Alandal,en
341,alpha-manga.com,0,18,T3,,0,1,to-build,mihon,Alpha Manga,en
342,alphapolis.co.jp,0,18,T3,,0,1,to-build,mihon,Alphapolis,ja
343,alucardscans.com,0,18,T3,,0,1,to-build,mihon,Alucard Scans,tr
344,amangaplanet.com.tr,0,18,T3,,0,1,to-build,mihon,Amanga Planet,tr
345,aniargos.com,0,18,T3,,0,1,to-build,mihon,Argos Comics,pt-br
346,anikiga.com,0,18,T3,,0,1,to-build,mihon,Anikiga,tr
347,anime-sama.to,0,18,T3,,0,1,to-build,mihon,AnimeSama,fr
348,animexnovel.com,0,18,T3,,0,1,to-build,mihon,AnimeXNovel,pt-br
349,anisascans.in,0,18,T3,,0,1,to-build,mihon,Anisa Scans,en
350,anyonemanga.com,0,18,T3,,0,1,to-build,mihon,Anyone Manga,ar
351,anzmanga25.com,0,18,T3,,0,1,to-build,mihon,AnzManga,es
352,apenasmaisumyaoi.com,0,18,T3,,0,1,to-build,mihon,Amuy,pt-br
353,apenasuma-fa.blogspot.com,0,18,T3,,0,1,to-build,mihon,Apenas Uma Fã,pt-br
354,ar.kenmanga.com,0,18,T3,,0,1,to-build,mihon,أريا مانجا,ar
355,aralosbd.fr,0,18,T3,,0,1,to-build,mihon,AralosBD,fr
356,araznovel.com,0,18,T3,,0,1,to-build,mihon,ArazNovel,tr
357,arc-relight.com,0,18,T3,,0,1,to-build,mihon,Arc-Relight,en
358,archiviumbar.com,0,18,T3,,0,1,to-build,mihon,BarManga,es
359,arcomixverse.blogspot.com,0,18,T3,,0,1,to-build,mihon,Comic Verse,ar
360,arcurafansub.com,0,18,T3,,0,1,to-build,mihon,Arcura Fansub,tr
361,arenascan.com,0,18,T3,,0,1,to-build,mihon,Arena Scans,en
362,argoscomics.online,0,18,T3,,0,1,to-build,mihon,Argos Scan,pt-br
363,ariatoon.com,0,18,T3,,0,1,to-build,mihon,AriaToon,ar
364,arigl.xyz,0,18,T3,,0,1,to-build,mihon,Ariverse,vi
365,arlas.online,0,18,T3,,0,1,to-build,mihon,Aarlas,id
366,arthurscan.xyz,0,18,T3,,0,1,to-build,mihon,Arthur Scan,pt-br
367,artlapsa.com,0,18,T3,,0,1,to-build,mihon,Art Lapsa,en
368,asacomi.jp,0,18,T3,,0,1,to-build,mihon,Asacomi,ja
369,asmotoon.com,0,18,T3,,0,1,to-build,mihon,Asmodeus Scans,en
370,assortedscans.com,0,18,T3,,0,1,to-build,mihon,Assorted Scans,en
371,astral-manga.fr,0,18,T3,,0,1,to-build,mihon,AstralManga,fr
372,astramanga.org,0,18,T3,,0,1,to-build,mihon,AstraManga,ru
373,asurascans.com.tr,0,18,T3,,0,1,to-build,mihon,Asura Scans TR,tr
374,atsu.moe,0,18,T3,,0,1,to-build,mihon,Atsumaru,en
375,azorafly.com,0,18,T3,,0,1,to-build,mihon,Azora,ar
376,azuretoons.com,0,18,T3,,0,1,to-build,mihon,Azuretoons,pt-br
377,bacakomik.my,0,18,T3,,0,1,to-build,mihon,BacaKomik,id
378,bakkin.moe,0,18,T3,,0,1,to-build,mihon,Bakkin,en
379,bato1.com,0,18,T3,,0,1,to-build,mihon,Bbato,en
380,begatranslation.com,0,18,T3,,0,1,to-build,mihon,Bega Translation,es
381,beta.taimumangas.com,0,18,T3,,0,1,to-build,mihon,Taimu Mangas,pt-br
382,beta.toonbr.com,0,18,T3,,0,1,to-build,mihon,ToonBr,pt-br
383,bibibi-comic.com,0,18,T3,,0,1,to-build,mihon,Bibibi Comic,ja
384,bibliopanda.com,0,18,T3,,0,1,to-build,mihon,Biblio Panda,es
385,bigcomics.jp,0,18,T3,,0,1,to-build,mihon,Big Comics,ja
386,blacktoon.me,0,18,T3,,0,1,to-build,mihon,블랙툰,ko
387,bladetoons.com,0,18,T3,,0,1,to-build,mihon,Bladetoons,pt-br
388,blastwave-comic.com,0,18,T3,,0,1,to-build,mihon,Gone with the Blastwave,en
389,bloomscans.com,0,18,T3,,0,1,to-build,mihon,Bloom Scans,es
390,blossom-scans.com,0,18,T3,,0,1,to-build,mihon,Blossom Scans,fr
391,bluesolo.org,0,18,T3,,0,1,to-build,mihon,Blue Solo,fr
392,bokugents.com,0,18,T3,,0,1,to-build,mihon,BokugenTranslation,es
393,book.dmm.co.jp,0,18,T3,,0,1,to-build,mihon,FANZA,ja
394,book.dmm.com,0,18,T3,,0,1,to-build,mihon,DMM,ja
395,bookwalker.com,0,18,T3,,0,1,to-build,mihon,BookWalker,en
396,bookwalker.jp,0,18,T3,,0,1,to-build,mihon,BookWalker Japan,ja
397,boratscans.com,0,18,T3,,0,1,to-build,mihon,Borat Scans,en
398,br.comikey.com,0,18,T3,,0,1,to-build,mihon,Comikey Brasil,pt-br
399,br.niadd.com,0,18,T3,,0,1,to-build,mihon,Niadd,pt-br
400,br.novelcool.com,0,18,T3,,0,1,to-build,mihon,NovelCool,pt-br
401,brainrotcomics.com,0,18,T3,,0,1,to-build,mihon,BrainRotComics,en
402,bunmanga.com,0,18,T3,,0,1,to-build,mihon,Bun Manga,en
403,cafecomyaoi.com.br,0,18,T3,,0,1,to-build,mihon,Café com Yaoi,pt-br
404,capibaratraductor.com,0,18,T3,,0,1,to-build,mihon,CapibaraTraductor,es
405,capitoons.com,0,18,T3,,0,1,to-build,mihon,Capitoons,pt-br
406,caprazmanga.com,0,18,T3,,0,1,to-build,mihon,ÇaprazManga,tr
407,ccc.vinnieveritas.com,0,18,T3,,0,1,to-build,mihon,Vinnie Veritas - CCC,en|es
408,celestialmoonscan.es,0,18,T3,,0,1,to-build,mihon,Celestial Moon,es
409,ch1.isekaikomik.site,0,18,T3,,0,1,to-build,mihon,IsekaiKomik,id
410,championcross.jp,0,18,T3,,0,1,to-build,mihon,Champion Cross,ja
411,chaostrad.fr,0,18,T3,,0,1,to-build,mihon,ChaosTrad,fr
412,chikari.moe,0,18,T3,,0,1,to-build,aidoku,en.chikari,en
413,ciao.shogakukan.co.jp,0,18,T3,,0,1,to-build,mihon,Ciao Plus,ja
414,clowncorps.net,0,18,T3,,0,1,to-build,mihon,Clown Corps,en
415,cmangax17.com,0,18,T3,,0,1,to-build,aidoku,vi.cmanga,vi
416,cmangax18.com,0,18,T3,,0,1,to-build,mihon,CManga,vi
417,cmanhua.com,0,18,T3,,0,1,to-build,mihon,CManhua,en
418,cmoa.jp,0,18,T3,,0,1,to-build,mihon,C'moA,ja
419,cocomic.co,0,18,T3,,0,1,to-build,mihon,Cocomic,en
420,codex.readkisho.me,0,18,T3,,0,1,to-build,mihon,Codex Zero,es
421,collectedcurios.com,0,18,T3,,0,1,to-build,mihon,Collected Curios,en
422,colorizedmangas.com,0,18,T3,,0,1,to-build,mihon,Colorized Mangas,en
423,comic-action.com,0,18,T3,,0,1,to-build,aidoku,ja.comicaction,ja
424,comic-boost.com,0,18,T3,,0,1,to-build,mihon,Comic Boost,ja
425,comic-earthstar.com,0,18,T3,,0,1,to-build,mihon,Comic Earth Star,ja
426,comic-fuz.com,0,18,T3,,0,1,to-build,mihon,COMIC FUZ,ja
427,comic-gardo.com,0,18,T3,,0,1,to-build,mihon,Comic Gardo,ja
428,comic-growl.com,0,18,T3,,0,1,to-build,mihon,Comic Growl,all
429,comic-room-base.com,0,18,T3,,0,1,to-build,mihon,Comic Room Base,ja
430,comic-ryu.jp,0,18,T3,,0,1,to-build,mihon,Comic Ryu,ja
431,comic-y-ours.com,0,18,T3,,0,1,to-build,mihon,Comic Y-OURs,ja
432,comic-zenon.com,0,18,T3,,0,1,to-build,mihon,Zenon,ja
433,comic.iowl.jp,0,18,T3,,0,1,to-build,mihon,Comic Festa,ja
434,comic.j-nbooks.jp,0,18,T3,,0,1,to-build,mihon,J-N Books,ja
435,comic.k-manga.jp,0,18,T3,,0,1,to-build,mihon,Manga Kingdom,ja
436,comic.naver.com,0,18,T3,,0,1,to-build,mihon,Naver Webtoon|Naver Webtoon Best Challenge|Naver Webtoon Challenge,ko
437,comicasura.net,0,18,T3,,0,1,to-build,mihon,Comic Asura,en
438,comicaurora.com,0,18,T3,,0,1,to-build,mihon,Aurora,en
439,comicborder.com,0,18,T3,,0,1,to-build,mihon,Comic Border,ja
440,comichubfree.com,0,18,T3,,0,1,to-build,mihon,ComicHubFree,en
441,comick.live,0,18,T3,,0,1,existing,mihon,Comick (Unoriginal),all
442,comickfan.com,0,18,T3,,0,1,existing,mihon,ComicK Fanmade,en
443,comicland.org,0,18,T3,,0,1,to-build,mihon,ComicLand,en
444,comicnettai.com,0,18,T3,,0,1,to-build,mihon,Comic Nettai,ja
445,comicpash.jp,0,18,T3,,0,1,to-build,mihon,Comic Pash,ja
446,comicride.jp,0,18,T3,,0,1,to-build,mihon,Comic Ride,ja
447,comics.inkr.com,0,18,T3,,0,1,to-build,mihon,INKR,en
448,comics.manga-bang.com,0,18,T3,,0,1,to-build,mihon,MangaBang Comics,ja
449,comikey.com,0,18,T3,,0,1,to-build,mihon,Comikey,en|es|id|pt-br
450,comirela.com,0,18,T3,,0,1,to-build,mihon,Comirela,ja
451,comivex.com,0,18,T3,,0,1,to-build,mihon,Comivex,en
452,comixtopia.in.ua,0,18,T3,,0,1,to-build,mihon,ComixTopia,uk
453,commitstrip.com,0,18,T3,,0,1,to-build,mihon,Commit Strip,en|fr
454,coolmic.me,0,18,T3,,0,1,to-build,mihon,Coolmic,en
455,corocoro.jp,0,18,T3,,0,1,to-build,mihon,Corocoro Online,ja
456,cubari.moe,0,18,T3,,0,1,to-build,mihon,Cubari,all|en|other
457,culturedworks.com,0,18,T3,,0,1,to-build,mihon,CulturedWorks,en
458,cuutruyen.moe,0,18,T3,,0,1,to-build,mihon,CuuTruyen (unoriginal),vi
459,cuutruyen.net,0,18,T3,,0,1,to-build,mihon,CuuTruyen,vi
460,cycomi.com,0,18,T3,,0,1,to-build,mihon,CyComi,ja
461,dailysuka.com,0,18,T3,,0,1,to-build,mihon,DailySuka ,id
462,daomeoden.net,0,18,T3,,0,1,to-build,mihon,DaoMeoDen,vi
463,darklegacycomics.com,0,18,T3,,0,1,to-build,mihon,Dark Legacy Comics,en
464,darthsanddroids.net,0,18,T3,,0,1,to-build,mihon,Darths & Droids,en
465,dassouscan.com,0,18,T3,,0,1,to-build,mihon,Dassou Scan,fr
466,datgarscanlation.blogspot.com,0,18,T3,,0,1,to-build,mihon,Dat-Gar Scan,es
467,dbook.docomo.ne.jp,0,18,T3,,0,1,to-build,mihon,Docomo,ja
468,ddt.hastateam.com,0,18,T3,,0,1,to-build,mihon,DDT Team,it
469,de.niadd.com,0,18,T3,,0,1,to-build,mihon,Niadd,de
470,de.novelcool.com,0,18,T3,,0,1,to-build,mihon,NovelCool,de
471,deatte5.com,0,18,T3,,0,1,to-build,mihon,Battle In 5 Seconds After Meeting,en
472,despair-manga.net,0,18,T3,,0,1,to-build,mihon,Despair Manga,ar
473,desu.uno,0,18,T3,,0,1,to-build,mihon,Desu,ru
474,deviantart.com,0,18,T3,,0,1,to-build,mihon,DeviantArt,all
475,dflow.alwaysdata.net,0,18,T3,,0,1,to-build,mihon,DFlowScans,en
476,dgmanga.app,0,18,T3,,0,1,to-build,mihon,DGManga,uk
477,dgtread.com,0,18,T3,,0,1,to-build,mihon,DigitalTeam,it
478,diamondfansub.com,0,18,T3,,0,1,to-build,mihon,DiamondFansub,tr
479,digitalcomicmuseum.com,0,18,T3,,0,1,to-build,mihon,Digital Comic Museum,en
480,dilar.tube,0,18,T3,,0,1,to-build,mihon,Dilar,ar
481,divascans.org,0,18,T3,,0,1,to-build,mihon,Diva Scans,en
482,doctruyen3qhub.vip,0,18,T3,,0,1,to-build,mihon,DocTruyen3Q,vi
483,dokiraw.click,0,18,T3,,0,1,to-build,mihon,Dokiraw,ja
484,dokusho-ojikan.jp,0,18,T3,,0,1,to-build,mihon,Ameba Manga,ja
485,dom4lfansub.online,0,18,T3,,0,1,to-build,mihon,Domal Fansub,tr
486,doodmanga.com,0,18,T3,,0,1,to-build,mihon,Doodmanga,th
487,dragontea.ink,0,18,T3,,0,1,to-build,mihon,DragonTea,en
488,dragontranslation.org,0,18,T3,,0,1,to-build,mihon,DragonTranslation.org,es
489,dresdencodak.com,0,18,T3,,0,1,to-build,mihon,Dark Science,en
490,duskscans.com,0,18,T3,,0,1,to-build,mihon,Dusk Scans,en
491,ebookjapan.yahoo.co.jp,0,18,T3,,0,1,to-build,mihon,eBookJapan,ja
492,ebookstore.sony.jp,0,18,T3,,0,1,to-build,mihon,Reader Store,ja
493,egotoons.com,0,18,T3,,0,1,to-build,mihon,Ego Toons,pt-br
494,egscomics.com,0,18,T3,,0,1,to-build,mihon,El Goonish Shive,en
495,elan.school,0,18,T3,,0,1,to-build,mihon,Elan School,en
496,eldermanga.com,0,18,T3,,0,1,to-build,mihon,Elder Manga,tr
497,emaqi.com,0,18,T3,,0,1,to-build,mihon,emaqi,en
498,empreguetes.wtf,0,18,T3,,0,1,to-build,mihon,Maid Scan,pt-br
499,en-hijala.com,0,18,T3,,0,1,to-build,mihon,Hijala Scans,en
500,en-thunderscans.com,0,18,T3,,0,1,to-build,mihon,Thunder Scans,en
501,enchiladascan.github.io,0,18,T3,,0,1,to-build,mihon,EnchiladaScan,es
502,epsilonsoft.to,0,18,T3,,0,1,to-build,mihon,Soft Epsilon Scan,fr
503,erisscans.com,0,18,T3,,0,1,to-build,mihon,Eris Scans,en
504,es.niadd.com,0,18,T3,,0,1,to-build,mihon,Niadd,es
505,es.novelcool.com,0,18,T3,,0,1,to-build,mihon,NovelCool,es
506,es.xkcd.com,0,18,T3,,0,1,to-build,mihon,xkcd,es
507,eshadow.net,0,18,T3,,0,1,to-build,mihon,EShadow,ar
508,eskimangalar.com,0,18,T3,,0,1,to-build,mihon,Eski Mangalar,tr
509,evascans.net,0,18,T3,,0,1,to-build,mihon,Eva Scans,en
510,existentialcomics.com,0,18,T3,,0,1,to-build,mihon,Existential Comics,en
511,explosm.net,0,18,T3,,0,1,to-build,mihon,Cyanide & Happiness,en
512,fairyscans.org,0,18,T3,,0,1,to-build,mihon,Fairy Scans,en
513,fanfox.net,0,18,T3,,0,1,to-build,mihon,MangaFox,en
514,fastscan.org,0,18,T3,,0,1,to-build,mihon,FastScan,vi
515,faust-web.com,0,18,T3,,0,1,to-build,mihon,Faust,uk
516,fin-manga.com,0,18,T3,,0,1,to-build,mihon,Fin Manga,th
517,firecross.jp,0,18,T3,,0,1,to-build,mihon,FireCross,ja
518,flowercomics.jp,0,18,T3,,0,1,to-build,mihon,Flower Comics,ja
519,flowermanga.net,0,18,T3,,0,1,to-build,aidoku,pt.flowermanga,pt
520,flowermangas.net,0,18,T3,,0,1,to-build,mihon,FlowerManga.net,pt-br
521,fr.niadd.com,0,18,T3,,0,1,to-build,mihon,Niadd,fr
522,fr.novelcool.com,0,18,T3,,0,1,to-build,mihon,NovelCool,fr
523,freewebnovel.com,0,18,T3,,0,1,to-build,aidoku,en.freewebnovel,en
524,frieren.online,0,18,T3,,0,1,to-build,mihon,Frieren Online,en
525,furyosociety.com,0,18,T3,,0,1,to-build,mihon,FuryoSquad,fr
526,g-comi.jp,0,18,T3,,0,1,to-build,mihon,G-Comi,ja
527,gafeland.com,0,18,T3,,0,1,to-build,mihon,gafeland,tr
528,gaiatoon.com,0,18,T3,,0,1,to-build,mihon,Gaiatoon,tr
529,gakamangas.com,0,18,T3,,0,1,to-build,mihon,GakaMangas,en
530,galaxscanlator.blogspot.com,0,18,T3,,0,1,to-build,mihon,GALAX Scans,pt-br
531,galaxymanga.io,0,18,T3,,0,1,to-build,mihon,Galaxy Manga,en
532,ganganonline.com,0,18,T3,,0,1,to-build,mihon,Gangan Online,ja
533,ganma.jp,0,18,T3,,0,1,to-build,mihon,GANMA!,ja
534,gantzvn.com,0,18,T3,,0,1,to-build,mihon,GantzVN,vi
535,garciamanga.com,0,18,T3,,0,1,to-build,mihon,Garcia Manga,tr
536,gdscans.com,0,18,T3,,0,1,to-build,mihon,GalaxyDegenScans,en
537,geasscomics.xyz,0,18,T3,,0,1,to-build,mihon,Geass Comics,pt-br
538,genztoons.org,0,18,T3,,0,1,to-build,mihon,Genz Toons,en
539,ghostoon.com,0,18,T3,,0,1,to-build,mihon,GhosToon,tr
540,ghostscan.xyz,0,18,T3,,0,1,to-build,mihon,Ghost Scan,pt-br
541,giantitp.com,0,18,T3,,0,1,to-build,mihon,The Order Of The Stick (OOTS),en
542,gistamishousefansub.blogspot.com,0,18,T3,,0,1,to-build,mihon,Gistamis House,es
543,global.manga-up.com,0,18,T3,,0,1,to-build,mihon,Manga UP!,en
544,goctruyentranh.com,0,18,T3,,0,1,to-build,mihon,GocTruyenTranh,vi
545,goctruyentranhvui41.com,0,18,T3,,0,1,to-build,mihon,Goc Truyen Tranh Vui,vi
546,gojoscans.com,0,18,T3,,0,1,to-build,mihon,Greed Scans,en
547,golgebahcesi.com,0,18,T3,,0,1,to-build,mihon,Gölge Bahçesi,tr
548,gorakuweb.com,0,18,T3,,0,1,to-build,mihon,Goraku Web,ja
549,gourmetsupremacy.com,0,18,T3,,0,1,to-build,mihon,Gourmet Scans,en
550,gremoryhistorias.org,0,18,T3,,0,1,to-build,mihon,Gremory Mangas,es
551,grimscans.com,0,18,T3,,0,1,to-build,mihon,Grim Scans,en
552,grrlpowercomic.com,0,18,T3,,0,1,to-build,mihon,Grrl Power Comic,en
553,gunnerkrigg.com,0,18,T3,,0,1,to-build,mihon,Gunnerkrigg Court,en
554,hachiraw.net,0,18,T3,,0,1,to-build,mihon,Hachiraw,ja
555,hachiraw.win,0,18,T3,,0,1,to-build,mihon,Manga1000,ja
556,hachirumi.com,0,18,T3,,0,1,to-build,mihon,Hachirumi,en
557,hadesscans.com,0,18,T3,,0,1,to-build,mihon,Hades Scans,en
558,hanayume.com,0,18,T3,,0,1,to-build,mihon,Hana To Yume+,ja
559,hanmokkuscan.blogspot.com,0,18,T3,,0,1,to-build,mihon,Hanmokku Scan,pt-br
560,harmony-scan.fr,0,18,T3,,0,1,to-build,mihon,Harmony-Scan,fr
561,hattoriscans.com,0,18,T3,,0,1,to-build,mihon,Hattori Scans,tr
562,hayacomic.jp,0,18,T3,,0,1,to-build,mihon,HAYA Comic,ja
563,hayalistic.online,0,18,T3,,0,1,to-build,mihon,Hayalistic,tr
564,heavenmanga.com,0,18,T3,,0,1,to-build,mihon,HeavenManga,es
565,hennoveltranslations.com,0,18,T3,,0,1,to-build,aidoku,en.hennoveltranslations,en
566,heros-web.com,0,18,T3,,0,1,to-build,mihon,HERO'S Web,ja
567,hijala.com,0,18,T3,,0,1,to-build,mihon,Hijala,ar
568,hiperdex.tv,0,18,T3,,0,1,to-build,mihon,Hiperdex,en
569,hipertoon.com,0,18,T3,,0,1,to-build,mihon,Hipertoon,pt-br
570,hiveworkscomics.com,0,18,T3,,0,1,to-build,mihon,Hiveworks Comics,en
571,hizomanga.net,0,18,T3,,0,1,to-build,mihon,Hizo Manga,ar
572,hni-scantrad.net,0,18,T3,,0,1,to-build,mihon,HNI-Scantrad,all
573,holodek.run,0,18,T3,,0,1,to-build,mihon,Holotoon,id
574,holoearth.com,0,18,T3,,0,1,to-build,mihon,HOLONOMETRIA,en|id|ja
575,honey-manga.com.ua,0,18,T3,,0,1,to-build,mihon,HoneyManga,uk
576,honeytoon.com,0,18,T3,,0,1,to-build,mihon,Honeytoon,de|en|es|fr|it|pt-br
577,hotcabaretscan.com,0,18,T3,,0,1,to-build,mihon,Hot Cabaret Scan,pt-br
578,houseofotakusv2.xyz,0,18,T3,,0,1,to-build,mihon,House Of Otakus,es
579,housesaikai.net,0,18,T3,,0,1,to-build,mihon,Saikai Scan,pt-br
580,hq-now.com,0,18,T3,,0,1,to-build,mihon,HQ Now!,pt-br
581,hunlightcomics.com,0,18,T3,,0,1,to-build,mihon,Hunlight Comics,en
582,hyakuro.net,0,18,T3,,0,1,to-build,mihon,Hyakuro Translations,en
583,ichicomi.com,0,18,T3,,0,1,to-build,mihon,Ichicomi,ja
584,id.mgkomik.cc,0,18,T3,,0,1,to-build,mihon,MG Komik,id
585,im.manga-chan.me,0,18,T3,,0,1,to-build,mihon,MangaChan,ru
586,imanevilgod.com,0,18,T3,,0,1,to-build,mihon,I'm An Evil God,en
587,imperiodabritannia.net,0,18,T3,,0,1,to-build,mihon,Sagrado Império da Britannia,pt-br
588,imperiomanhua.com,0,18,T3,,0,1,to-build,mihon,Emperor Scan,es
589,infinity896.blogspot.com,0,18,T3,,0,1,to-build,mihon,Orca Manga,ar
590,infinityscans.org,0,18,T3,,0,1,to-build,mihon,InfinityScans,en
591,infrafandub.com,0,18,T3,,0,1,to-build,mihon,InfraFandub,es
592,inkstory.net,0,18,T3,,0,1,to-build,mihon,InkStory,ru
593,inmanga.com,0,18,T3,,0,1,to-build,mihon,InManga,es
594,insanoslibrary.com,0,18,T3,,0,1,to-build,mihon,InsanosScan,es
595,inventariooculto.com,0,18,T3,,0,1,to-build,mihon,Inventario Oculto,es
596,isekaiscan.top,0,18,T3,,0,1,to-build,mihon,IsekaiScan.top (unoriginal),en
597,it.niadd.com,0,18,T3,,0,1,to-build,mihon,Niadd,it
598,it.novelcool.com,0,18,T3,,0,1,to-build,mihon,NovelCool,it
599,izanamiscans.my.id,0,18,T3,,0,1,to-build,mihon,Izanami Scans,id
600,izneo.com,0,18,T3,,0,1,to-build,mihon,izneo,en|fr
601,j-novel.club,0,18,T3,,0,1,to-build,mihon,J-Novel,en
602,japscan.foo,0,18,T3,,0,1,to-build,mihon,Japscan,fr
603,jinmangas.com,0,18,T3,,0,1,to-build,mihon,Jinmangas,en
604,jmanga.cyou,0,18,T3,,0,1,to-build,mihon,Jmanga,ja
605,jolleycomics.com,0,18,T3,,0,1,to-build,mihon,The Property of Hate,en
606,juinjutsureader.ovh,0,18,T3,,0,1,to-build,mihon,Juin Jutsu Team Reader,it
607,jumptoon.com,0,18,T3,,0,1,to-build,mihon,Jump Toon,ja
608,kaliscan.com,0,18,T3,,0,1,to-build,mihon,KaliScan,en
609,kamicomi.com,0,18,T3,,0,1,to-build,mihon,KamiComic,vi
610,kansai.mag-garden.co.jp,0,18,T3,,0,1,to-build,mihon,MagKan,ja
611,kappabeast.com,0,18,T3,,0,1,to-build,mihon,Kappa Beast,en
612,kawaiimanga.org,0,18,T3,,0,1,to-build,mihon,Kawii Manga,ar
613,kaynscans.com,0,18,T3,,0,1,to-build,mihon,Kayn Scans,en
614,kazokuden.com,0,18,T3,,0,1,to-build,mihon,Kazoku Den,es
615,kencomics.com,0,18,T3,,0,1,to-build,mihon,Ken Scans,en
616,kewnscans.org,0,18,T3,,0,1,to-build,mihon,Kewn Scans,en
617,killsixbilliondemons.com,0,18,T3,,0,1,to-build,mihon,KillSixBillionDemons,en
618,kimicomi.com,0,18,T3,,0,1,to-build,mihon,KimiComi,ja
619,kingofshojo.com,0,18,T3,,0,1,to-build,mihon,King of Shojo,en
620,kirapo.jp,0,18,T3,,0,1,to-build,mihon,Kiraboshi,ja
621,kiraproject.lat,0,18,T3,,0,1,to-build,mihon,Harem de Kira,es
622,kissmanga.in,0,18,T3,,0,1,to-build,mihon,Kissmanga.in,en
623,kitsuneyako.com,0,18,T3,,0,1,to-build,mihon,Point Zero Toons,pt-br
624,kivaratoons.com,0,18,T3,,0,1,to-build,mihon,KivaraToons,pt-br
625,kiwiyascans.com,0,18,T3,,0,1,to-build,mihon,Kiwiya Scans,fr
626,klikmanga.org,0,18,T3,,0,1,to-build,mihon,KlikManga,id
627,klraw.info,0,18,T3,,0,1,to-build,mihon,KL Raw,ja
628,klto9.com,0,18,T3,,0,1,to-build,mihon,Klto9,ja
629,klz9.com,0,18,T3,,0,1,to-build,mihon,KissLove,ja
630,kmanga.kodansha.com,0,18,T3,,0,1,to-build,mihon,K Manga,en
631,kmansin09.top,0,18,T3,,0,1,to-build,mihon,Kmansin09,ja
632,kodansha.us,0,18,T3,,0,1,to-build,mihon,Kodansha,en
633,kodokustudio.com,0,18,T3,,0,1,to-build,mihon,Kodoku Studio,all
634,kokomangas.com,0,18,T3,,0,1,to-build,mihon,KokoMangas,en
