rank,domain,is_chinese,score,tier,official,nsfw,eco_count,effort,ecosystems,names,langs
12,mangamillion.shueisha.co.jp,1,63,T1,Manga Million (official),0,1,to-build,mihon,Manga Million,af|am|ar|as|be|bg|bho|bo|ca|ceb|cnr|cs|cy|da|de|doi|dv|ee|el|en|es|es-ar|es-mx|et|eu|fi|fr|ga|gl|gn|gu|haw|he|hi|hmn|hr|hu|hy|id|ig|ilo|is|it|ka|km|kn|ko-kr|kok|la|lb|lg|ln|lo|lt|lus|lv|mai|mg|mi|mk|ml|mn|mni|mr|ms|mt|mww|my|ne|nl|no|nso|ny|or|pa|pl|pt|pt-br|qu|ro|ro-md|ru|rw|sa|sd|si|sk|sl|sm|sn|sr|sv|sw|ta|te|th|tl|tr|ts|uk|vi|xh|yi|yo|zh-cn|zh-hk|zh-tw|zu
13,namicomi.com,1,63,T1,NamiComi,0,1,to-build,mihon,NamiComi,ar|bg|ca|cs|da|de|el|en|es|es-419|et|fa|fi|fil|fr|ga|he|hi|hr|hu|id|is|it|ja|ko|lt|ms|ne|nl|no|pa|pl|pt|pt-br|ru|sk|sl|sv|th|tr|uk|zh-hans|zh-hant
14,dm5.com,1,62,T1,,0,4,existing,aidoku|cimoc|mihon|venera,DongManWu|zh.dm5|动漫屋,zh
15,komiic.com,1,62,T1,,0,4,existing,aidoku|cimoc|mihon|venera,KOMIIC|Komiic|zh.komiic,zh
16,mycomic.com,1,62,T1,,0,4,existing,aidoku|cimoc|mihon|venera,MYCOMIC|MyComic|zh.mycomic,zh
17,baozimh.com,1,56,T1,,0,3,existing,aidoku|legado|mihon,zh.baozimanhua|包子漫画,zh
18,happymh.com,1,56,T1,,0,3,existing,aidoku|mangareader|venera,happy|zh.happymh|嗨皮漫画,zh
19,kanman.com,1,56,T1,,0,3,existing,cimoc|legado|venera,ManHuaTai|看漫画|🎨 看漫画M|🎨 看漫画M #Haxc1107,zh
20,manhuagui.com,1,56,T1,,0,3,existing,mangareader|mihon|venera,mhgm|漫画柜,zh
21,nhentai.net,1,56,T1,,0,3,existing,aidoku|mangareader|venera,multi.nhentai|nh|nhentai,multi|zh
22,rawkuma.net,1,56,T1,,0,3,existing,aidoku|mihon|venera,Rawkuma|ja.rawkuma,ja|zh
23,rumanhua2.com,1,56,T1,,0,3,existing,cimoc|mihon|venera,RUMANHUA|如漫画,zh
24,ykmh.net,1,56,T1,,0,3,existing,cimoc|mihon|venera,YouKuManHua|优酷漫画|优酷漫画 (修复版),zh
25,baozimhcn.com,1,48,T1,,0,2,to-build,cimoc|mangareader,BAOZIMH|BaoziManHua|bzm,zh
26,comic.mkzhan.com,1,48,T1,,0,2,existing,cimoc|legado,MKZHAN|漫客栈|🎨 漫客栈|🎨 漫客栈🅰 ,zh
27,dongmanmanhua.cn,1,48,T1,,0,2,existing,mihon|venera,Dongman Manhua|咚漫,zh|zh-hans
28,dumanwu1.com,1,48,T1,,0,2,to-build,cimoc|mihon,DUMANWU|读漫屋,zh
29,godamh.com,1,48,T1,,0,2,to-build,aidoku|cimoc,HaoManEight|zh.godamanga,zh
30,guazimanhua.com,1,48,T1,,0,2,existing,mihon|venera,瓜子漫画,zh
31,hitomi.la,1,48,T1,,0,2,existing,aidoku|venera,hitomi.la|multi.hitomi,multi|zh
32,laimanhua88.com,1,48,T1,,0,2,existing,cimoc|venera,LAIMH|来漫画|来漫画（分流）,zh
33,manben.com,1,48,T1,,0,2,existing,cimoc|venera,HAOMAN6|漫本,zh
34,mangadot.net,1,48,T1,,0,2,to-build,aidoku|mihon,MangaDot|multi.mangadotnet,ab|af|am|ar|az|be|bg|bn|bs|ca|ceb|cs|cv|da|de|el|en|eo|es|es-419|et|eu|fa|fi|fo|fr|ga|gl|gn|gu|ha|he|hi|hr|ht|hu|hy|id|ig|is|it|ja|jv|ka|kk|km|kn|ko|ku|ky|la|lb|lo|lt|lv|mg|mi|mk|ml|mn|mo|mr|ms|mt|multi|my|ne|nl|no|ny|pl|ps|pt|pt-br|rm|ro|ru|sd|sh|si|sk|sl|sm|sn|so|sq|sr|ss|st|sv|sw|ta|te|tg|th|ti|tk|tl|to|tr|uk|ur|uz|vi|yo|zh|zh-hant|zh-tw|zu
35,manhuadb.com,1,48,T1,,0,2,to-build,legado|mangareader,mhdb|✐ 漫画DB |✐ 漫画DB #Haxc1107|漫画大全,zh
36,manmanapp.com,1,48,T1,,0,2,to-build,cimoc|legado,MANMANMANHUA|㊣✐ 漫漫漫画 #一程1101|🎨 漫漫漫画 |🎨 漫漫漫画 #Haxc,zh
37,maofly.com,1,48,T1,,0,2,to-build,cimoc|mangareader,MH50|ManHuaCat|mhm,zh
38,mhua5.com,1,48,T1,,0,2,to-build,cimoc|mihon,MANHUAWU|漫画屋,zh
39,mkzhan.com,1,48,T2,,0,2,existing,legado|venera,㊣✐ 漫客栈  #一程|漫客栈|🌵漫客栈🌵|🎨 漫客栈 #Haxc,zh
